10,2,7,80,,,,
0,2,1,4,8,13,4,19
0,5,1,10,3,15,2,12
0,3,1,6,5,14,1,21
0,6,1,25,6,35,7,55
0,4,1,6,7,17,4,19
0,3,2,20,5,25,2,12
1,1,1,0,6,9,5,52
1,1,2,28,5,33,1,21
1,8,1,33,6,39,6,53
1,7,1,12,4,16,3,19
